x no_shield shield_1 no_shield_sarsa shield_1_sarsa
193 6.00022371406 9.14442833085 6.17550808655 9.19281376845
194 5.96729226628 9.13507220455 5.68019481692 9.15743444765
195 5.98510046725 9.16196957919 5.76934975464 9.15793289311
196 5.75935417156 9.1554278376 5.7114729122 9.14373909969
197 5.93870878301 9.15837642707 5.99034691128 9.15076958256
198 5.97046588603 9.21944536994 5.69500239732 9.13321048384
199 6.07227044168 9.19031086029 6.20293105499 9.20667260041
200 5.89066965204 9.15387678519 6.19663749114 9.12837445152
201 6.23115348012 9.13020121439 6.026215643 9.17027129253
202 6.1924575241 9.1084409797 6.05364892491 9.16542588872
203 5.94253826135 9.17125442859 6.14341889036 9.20404529512
204 6.27979589163 9.19832491916 6.11570032553 9.18306444434
205 6.07936117326 9.19179358249 6.40501580071 9.19948165363
206 6.32278043602 9.17025175324 6.10253633459 9.15658168046
207 6.03024320109 9.17021014643 6.19951266605 9.16448983637
208 5.9646267288 9.16904833204 6.22067110452 9.19755937795
209 6.15046662562 9.17985990782 6.00957655274 9.20331599608
210 5.96770310193 9.14455665301 6.34239500443 9.19707443738
211 6.45350774823 9.19064907508 5.86645735687 9.14244918573
212 6.53215657039 9.17351618979 6.048426662 9.17619573791
213 6.49170557537 9.14584307468 6.17110564786 9.2090113534
214 6.15800741048 9.1771645714 6.34312020885 9.21083935411
215 6.21479965245 9.17887443734 6.34769418475 9.22577967002
216 6.521061808 9.21228980991 6.24248328894 9.20823262447
217 6.47792238741 9.12945523975 6.02532477184 9.15196744279
218 6.24100860246 9.20818747385 6.18565663405 9.15070682182
219 6.24876304691 9.12994666133 6.27785664653 9.133650254
220 6.46921266785 9.15840850339 6.36784028602 9.18752224546
221 6.49247039522 9.16718296541 6.50811790246 9.20213363173
222 6.15520253925 9.16282553321 6.69729516105 9.19293834726
223 6.55689489669 9.14988346677 6.52055115862 9.18730271817
224 6.35202381674 9.18922256693 6.28829736808 9.24822299812
225 6.48257324269 9.17711376847 6.35382045093 9.20810769292
226 6.56627713115 9.20491650748 6.28939262841 9.19497180392
227 6.28213868308 9.21043884512 6.45840413569 9.16982528247
228 6.12578133966 9.19901980474 6.75116907697 9.22762564828
229 6.27103267421 9.20252768776 6.47688116654 9.20176657055
230 6.33607873408 9.18852844512 6.57024587125 9.18691763696
231 6.49995869069 9.17768214446 6.52177001961 9.20691013527
232 6.43998971279 9.10050704866 6.6607025054 9.21316446116
233 6.54856011792 9.15518774066 6.58339089175 9.16751271035
234 6.36557435524 9.17143536855 6.72442970676 9.22723341589
235 6.8863109286 9.19822840879 6.34841037117 9.19263022354
236 6.60703520133 9.20612100216 6.52464333028 9.22859082836
237 6.72364136307 9.15918288721 6.26223842996 9.20916113659
238 6.68660180289 9.1950723278 6.38904447134 9.21223118881
239 6.66663146949 9.19358267098 6.7224900453 9.21169702539
240 6.7977022801 9.24714508178 6.73795044876 9.20985610876
241 6.77342535185 9.17943892225 7.02911681003 9.24790186596
242 6.79323057892 9.20221582371 6.69660285722 9.23376180463
243 6.59849674915 9.20635123966 6.77904617104 9.17306904814
244 6.74926180327 9.2054424043 6.54275326481 9.23098247404
245 6.82895206294 9.19544733716 6.86340932545 9.20530997923
246 6.56477304642 9.19864526648 6.75071907291 9.20176399685
247 6.80089085785 9.20063173099 6.72582796267 9.24358628306
248 6.84488823667 9.22130530544 6.80306192488 9.21192211449
249 6.73565957061 9.16798705116 6.79719514406 9.19141401694
250 6.72945588435 9.19768827606 6.56149269721 9.20439796737
251 6.70141013015 9.21031665795 6.63124217784 9.19931450675
252 6.90997070201 9.20241273225 6.79550976198 9.21900635811
253 6.8413929761 9.19871628388 6.89672853157 9.21938566384
254 6.86957182979 9.19787248063 6.73979337972 9.19804608566
255 6.80769268931 9.21140111145 6.68864207614 9.20477542508
256 6.99651437363 9.23802232333 6.5281904702 9.21832566741
257 6.76118052027 9.16183403044 6.94229077315 9.20906971277
258 6.6295851297 9.23350001718 6.79397142207 9.20765792616
259 6.9266313141 9.228668362 6.87185176821 9.21404311871
260 7.03332741599 9.19890705154 6.83655957784 9.21370629379
261 6.62102000014 9.19339784102 7.02698651001 9.23766402616
262 6.62039280981 9.20835592136 6.56604867037 9.26769742474
263 6.81930795641 9.16811041291 6.8097197542 9.24304836304
264 6.85703084856 9.2400945044 6.79099935405 9.23839517859
265 6.92008312158 9.20554013083 6.86547330216 9.21860605977
266 6.88578979975 9.23127307792 6.95108965856 9.20507736553
267 6.9790430515 9.23386115464 6.53030868232 9.19650411672
268 6.80882974928 9.23977369458 6.61678227342 9.23139888246
269 7.13595867829 9.21188466447 6.94472508031 9.1946067937
270 6.85486066567 9.21335009057 7.03100312275 9.26228117406
271 6.84577824771 9.2084403047 6.8405742067 9.19943095981
272 7.1998070977 9.2435184837 7.1789500223 9.21925705501
273 6.88431634511 9.24109539413 6.93144701344 9.21908926881
274 6.9693581962 9.25130587724 7.09836586228 9.2173665883
275 6.86117675732 9.22212663241 7.16655059759 9.23294434288
276 6.96257720335 9.2420591879 6.90983494926 9.23669619657
277 7.15428681577 9.1971372254 7.39649576528 9.24336992903
278 7.09934584822 9.24731350437 7.0675509727 9.27220651221
279 7.18394854383 9.20044369069 7.09161763838 9.2721661184
280 7.19514950696 9.21577321779 7.11391161488 9.21462492672
281 7.10897591283 9.19826627146 6.98437386037 9.26307206915
282 7.24785955466 9.25958697086 7.13994173638 9.23510268247
283 6.93342791631 9.23636655101 6.92983993986 9.24184357695
284 7.16831186411 9.21215372727 7.14536603261 9.20878017001
285 7.13311846652 9.21519992784 6.99555480593 9.24570635475
286 7.24415893728 9.21483206195 7.32648484633 9.22430236944
287 7.16313418856 9.23608899978 7.2731952073 9.26921583464
288 6.98811931445 9.2581158809 7.04162841014 9.23724680574
289 7.20990274996 9.20070061204 7.03090528141 9.24256247171
290 7.20967366716 9.22836314925 7.29459355209 9.2712424845
291 7.1702789321 9.22653809647 7.28826961879 9.24899579462
292 7.42418412676 9.2339510973 7.1010737594 9.25830672668
293 7.1627101527 9.22845460099 7.50196083935 9.23568282763
294 7.16511961755 9.26677516911 7.22291424955 9.26574264404
295 7.30602401109 9.24032824485 7.15325926409 9.24673024339
296 7.22532257652 9.219342703 7.17378276925 9.24399755735
297 7.34909720245 9.20883630631 7.40809179592 9.2392677385
298 7.39109503963 9.26305306489 7.25588472555 9.23381136788
299 7.58616516301 9.25585445158 7.16861164482 9.21386242198
300 7.15810401064 9.26719300659 7.40401348542 9.25446858938
301 7.34944536452 9.2264623049 7.40106392237 9.26118560021
302 7.18271397316 9.25167973281 7.43868430919 9.2621859875
303 7.26184629088 9.20717376264 7.59608798294 9.2444980541
304 7.33770645069 9.23495647236 7.26646313678 9.25263142883
305 7.50571728808 9.23685718143 7.30259321464 9.25633583264
306 7.51846756344 9.25491182836 7.54054519431 9.25387173286
307 7.04948815165 9.26877436096 7.5017675931 9.25374884433
308 7.23633794913 9.28563742298 7.55418671586 9.24871863645
309 7.19727738805 9.26182611761 7.51226327593 9.28372479878
310 7.6130529025 9.24073221752 7.18856715134 9.23380408176
311 7.33386739318 9.25365357805 7.45754951183 9.24345984339
312 7.44042177941 9.26661403421 7.46036135114 9.247809246
313 7.50237954883 9.26351278889 7.49821819673 9.27327901221
314 7.36816713627 9.24123251573 7.45751614025 9.25029374768
315 7.38923885347 9.24712725697 7.47658477498 9.25482520622
316 7.39680250354 9.27101615715 7.43005251977 9.23583253115
317 7.45081444645 9.20638079947 7.48201356303 9.24759994154
318 7.75777151804 9.26741890024 7.39280062341 9.2675207361
319 7.48864159719 9.23799033805 7.77737348186 9.25586071122
320 7.58284386761 9.23335936031 7.61141732462 9.24827846988
321 7.55447902405 9.25665336497 7.37038382763 9.24576721433
322 7.38692999549 9.23938619032 7.62416801873 9.28144033275
323 7.69519847497 9.23065258274 7.61670544543 9.25778175008
324 7.35273282096 9.25573950335 7.53728626657 9.24481246639
325 7.60898130121 9.25475639793 7.41305302679 9.26049332892
326 7.64834079838 9.25989805559 7.39396128939 9.23751116571
327 7.53486851763 9.25664105508 7.63715739435 9.26938760345
328 7.50577248678 9.25881231968 7.49262047156 9.25678772335
329 7.54195757333 9.26660554272 7.73204414308 9.26314509137
330 7.67199145421 9.23792044012 7.62437588979 9.25862565218
331 7.55428840587 9.2524026466 7.56901818513 9.27084312928
332 7.59261139551 9.27117699984 7.67572311346 9.24816481104
333 7.55377559788 9.27307984657 7.69657885456 9.24841563726
334 7.56548712269 9.25700819352 7.60753255931 9.25217731173
335 7.52606246527 9.28994684203 7.54396284058 9.27920488962
336 7.7496287049 9.25587193941 7.95798901693 9.27866695563
337 7.54728641376 9.24441972888 7.85820270093 9.26088949776
338 7.64914705343 9.2739460187 7.83286146614 9.25691954292
339 7.843476555 9.28108288108 7.90686675241 9.27444191988
340 7.51202899086 9.27712576068 7.65407018077 9.26369575708
341 7.29952062205 9.25354058961 7.56974413292 9.27566499542
342 7.83774584266 9.26924136781 7.89857945791 9.26005994373
343 7.61739633816 9.29881822982 7.76056194917 9.28729753534
344 7.67151191053 9.28233984858 7.52484910932 9.27820558726
345 7.51363833221 9.24793702428 7.73844682315 9.29902293848
346 7.65132059118 9.27243654565 7.73166181088 9.23097105459
347 7.74474157399 9.29556707799 7.70273551904 9.29086838388
348 7.78694263004 9.27387538069 7.67164585053 9.27385094711
349 7.84333617384 9.26179899808 7.69102280956 9.26352488016
350 7.62461752158 9.27045882886 7.44254301763 9.27624510453
351 7.83868384734 9.26842619592 7.44021888674 9.28902429281
352 7.58924783232 9.25233417734 7.87874845057 9.26559733869
353 7.76429086681 9.2689283146 7.78783402311 9.2557309547
354 7.76879322093 9.23596408723 7.58886774512 9.27788899442
355 7.60605142014 9.24553318179 7.56884595838 9.27296800264
356 7.84648667176 9.2694831254 7.87493779889 9.27288691293
357 7.79978788985 9.28347337742 7.77738306389 9.26735776863
358 7.85314535307 9.26111664075 7.87910927807 9.26394336397
359 7.81963697966 9.26410425089 7.58371842467 9.2510613981
360 7.96978917891 9.21506383732 7.64656749649 9.27963714735
361 7.76886199644 9.25862500412 8.03514682288 9.26644628215
362 7.74742442782 9.29393874938 7.88626942665 9.2677144383
363 7.99346517718 9.28168981304 7.87940976934 9.28254553103
364 8.11698462308 9.27093802539 7.87577050678 9.28635157132
365 7.9796770494 9.2901503692 7.64689241649 9.25678937707
366 7.69412909201 9.28444012916 7.71852133102 9.25551133508
367 8.01150097669 9.27832029149 7.95003024367 9.3037054933
368 7.75361803896 9.25447280626 8.0248333639 9.28309580795
369 7.82031491039 9.25576140053 7.91714451595 9.27820935538
370 7.9436567638 9.26984928744 7.77143180868 9.28367803695
371 7.86874875617 9.28628230713 8.168251367 9.28412866133
372 7.93599900318 9.24528218159 8.04500290401 9.278410206
373 7.94678290412 9.27065504703 7.82972383058 9.26356210271
374 8.06482504886 9.29359467774 7.97929723215 9.2728419441
375 8.00214061579 9.28069998572 7.85233097616 9.27461479565
376 8.11138021958 9.2866502669 7.87662621992 9.26727843819
377 7.87156323942 9.21345719685 7.90573904852 9.27833199806
378 8.02277400305 9.28226394841 7.73625371282 9.29258207355
379 8.03531532513 9.28392368202 7.61220113568 9.27368438787
380 8.06456714221 9.28938977779 7.95915339651 9.27433682575
381 8.0364454813 9.27527185187 7.9395556887 9.26427811997
382 7.83275238584 9.27583362043 7.99186586465 9.27421110256
383 7.84997329109 9.25026317537 8.09639414836 9.28966601968
384 8.0938756843 9.28865659599 8.01617073711 9.2831170546
385 8.19016541598 9.27164212953 7.86566171331 9.29136072592
386 7.96081634064 9.27742807461 8.15579963474 9.29083585134
387 7.88406200437 9.28467585294 7.9225385389 9.28884425868
388 7.91878125359 9.28443575945 7.91920930131 9.28731836512
389 7.95738898574 9.31217157779 7.94970835117 9.27783888603
390 7.81568316665 9.28274536531 8.02926614451 9.28272396851
391 8.18788471441 9.29010440889 8.01596361406 9.30096038057
392 7.96765291455 9.29524595046 8.05785465799 9.30649965357
393 8.06431544241 9.28065992758 8.18552005858 9.29594301707
394 8.12493611676 9.27849074516 8.12907320469 9.28502816375
395 8.15724075754 9.31518816928 8.1188602626 9.27644176903
396 8.14561476212 9.28927300279 8.09356796185 9.29287619543
397 8.12174656909 9.27961812814 7.88249595091 9.26998822656
398 8.01666610056 9.28974661097 7.95006020548 9.28196846252
399 7.87859937208 9.29665986935 8.24784407203 9.29215984086
400 8.05292504877 9.27016656417 8.00348545715 9.3037824463
401 8.1211513822 9.29842677417 7.99870835919 9.29060296699
402 8.11010132646 9.2827174946 7.79857127435 9.29733607534
403 8.13309892863 9.27638303038 7.76764669481 9.3111912931
404 8.06601040383 9.2911198856 8.00631884173 9.27338510804
405 8.00903212742 9.24973573448 7.94095909805 9.29303449292
406 8.08713457919 9.28818026319 7.92544167844 9.27516287471
407 8.01359709633 9.28990966605 7.80665855554 9.30438916143
408 8.18349359684 9.27230304384 8.08630222082 9.27635676698
409 8.24754614757 9.29765935922 8.22836340149 9.28007053354
410 8.20430147346 9.28662856428 8.34210621966 9.31702018777
411 8.18004476402 9.30248405286 8.09554648533 9.27340500868
412 8.3266872514 9.26304200859 8.15674370946 9.29368924064
413 8.14103985727 9.29559327229 8.07048201715 9.29512663199
414 8.20341833199 9.29173314632 8.13644926048 9.27565664079
415 8.14549230271 9.28156937229 8.22471413935 9.29773401252
416 8.10986197419 9.30135949965 7.98472511926 9.29777963863
417 8.32171914462 9.26994548441 8.08300253545 9.28503572077
418 8.04381650608 9.28343618572 8.12898471068 9.28374873532
419 8.09112141934 9.28231907005 8.26763700298 9.28172821279
420 8.17516303488 9.27673896504 8.09950315498 9.2917752057
421 8.24239105707 9.30699002393 8.2091750598 9.28621550799
422 8.24900875542 9.26613985741 8.39802169322 9.29825056522
423 8.0946367648 9.28693612926 8.22540996792 9.29187023892
424 8.24465348949 9.29222833 8.32205497478 9.30466131273
425 8.22953469637 9.30051013552 8.14227212231 9.25897664269
426 8.20044855843 9.29817694665 8.2485664618 9.28584587958
427 8.28379528562 9.29738639166 8.23597676927 9.29516483871
428 8.21710182009 9.29085919262 8.10541802967 9.28801850519
429 8.1321970166 9.29571724741 8.15162481386 9.29507304777
430 8.4342118591 9.30898505078 8.32014393733 9.31172928431
431 8.27584845962 9.30054969764 8.1584810043 9.30686436316
432 8.22075190223 9.28894460476 8.09014451728 9.3100101767
433 8.36360621141 9.29868503308 8.19538539584 9.30369323355
434 8.32234208987 9.30993773318 8.13875905089 9.28532173761
435 8.45587121342 9.29821225588 8.142624384 9.28046362349
436 8.24128023026 9.29700709891 8.39490063565 9.28932960236
437 8.20169673365 9.30690137435 8.28505642534 9.29017895218
438 8.08283573588 9.28716793442 8.35435658739 9.30419035157
439 8.34396538834 9.28346309519 8.10904524943 9.2922142774
440 8.32516123055 9.28659046001 8.26715182533 9.25752502621
441 8.58281098461 9.29435454239 8.10052196904 9.29799241227
442 8.57890435191 9.25818177104 8.18549904056 9.26684567562
443 8.48560194123 9.29663067199 8.43088855776 9.32003602026
444 8.29258924446 9.28327973778 8.31176915145 9.27429167716
445 8.25998545941 9.30826998274 8.28300640413 9.29144093434
446 8.32412504417 9.3152514588 8.38033824769 9.29950120863
447 8.4898256037 9.29815928578 8.19488417788 9.31041116081
448 8.4009396526 9.30667253658 8.3182469657 9.27988613821
449 8.28361585687 9.30467783052 8.3850238637 9.30224683932
450 8.47093810526 9.31104666993 8.41962810386 9.29878765092
451 8.27341153819 9.28485160442 8.38381865493 9.31197328844
452 8.46996724198 9.28203713354 8.26446298592 9.27404058406
453 8.56639965819 9.2972632837 8.38019129659 9.29359370306
454 8.41938519593 9.3031007844 8.48203719306 9.29035593024
455 8.37106200688 9.30141530956 8.39663689443 9.30859425851
456 8.40597152481 9.28780844882 8.34186734213 9.3018650488
457 8.37956274475 9.29168999367 8.31664223961 9.29915043601
458 8.36628756828 9.31379494833 8.28013389687 9.3040695645
459 8.46563632593 9.28667721222 8.17668527189 9.29151201258
460 8.34318792926 9.29942223918 8.40158187262 9.31393796094
461 8.33237513963 9.27265257246 8.42944919588 9.31704359472
462 8.39756403816 9.29445374257 8.41292406816 9.28438194505
463 8.46803295463 9.31080952789 8.4471429684 9.30746634048
