Wall time,Step,Value
1495744070.544402,8999,0.18000000715255737
1495744104.035303,10999,0.10000000149011612
1495744138.554748,12999,0.07999999821186066
1495744155.984459,13999,0.07999999821186066
1495744173.052061,14999,0.14000000059604645
1495744190.021349,15999,0.05999999865889549
1495744224.410395,17999,0.18000000715255737
1495744310.407573,22999,0.10000000149011612
1495744345.990582,24999,0.07999999821186066
1495744380.272938,26999,0.2199999988079071
1495744434.3538,29999,0.20000000298023224
1495744452.655272,30999,0.10000000149011612
1495744487.834898,32999,0.18000000715255737
1495744523.470055,34999,0.14000000059604645
1495744609.002449,39999,0.07999999821186066
1495744626.167932,40999,0.14000000059604645
1495744643.163971,41999,0.2800000011920929
1495744660.254857,42999,0.2199999988079071
1495744677.401434,43999,0.20000000298023224
1495744694.425565,44999,0.18000000715255737
1495744711.759365,45999,0.20000000298023224
1495744728.830078,46999,0.23999999463558197
1495744745.996296,47999,0.20000000298023224
1495744797.029738,50999,0.05999999865889549
1495744814.063099,51999,0.18000000715255737
1495744848.060409,53999,0.2199999988079071
1495744865.378361,54999,0.05999999865889549
1495744899.403898,56999,0.2199999988079071
1495744933.663535,58999,0.10000000149011612
1495744950.737314,59999,0.18000000715255737
1495744984.989106,61999,0.1599999964237213
1495745002.309064,62999,0.14000000059604645
1495745020.658783,63999,0.14000000059604645
1495745038.086771,64999,0.11999999731779099
1495745227.973279,75999,0.20000000298023224
1495745245.35947,76999,0.25999999046325684
1495745280.107299,78999,0.14000000059604645
1495745351.309341,82999,0.25999999046325684
1495745423.529853,86999,0.18000000715255737
1495745441.556684,87999,0.2800000011920929
1495745459.749324,88999,0.07999999821186066
1495745496.051841,90999,0.11999999731779099
1495745532.37486,92999,0.1599999964237213
1495745550.546419,93999,0.14000000059604645
1495745586.723456,95999,0.10000000149011612
1495745604.604344,96999,0.2199999988079071
1495745677.641063,100999,0.18000000715255737
1495745732.349845,103999,0.23999999463558197
1495745787.895131,106999,0.1599999964237213
1495745806.227728,107999,0.11999999731779099
1495745861.573138,110999,0.1599999964237213
1495745879.791571,111999,0.1599999964237213
1495745898.056061,112999,0.20000000298023224
1495745916.852306,113999,0.11999999731779099
1495746008.222153,118999,0.11999999731779099
1495746026.859998,119999,0.18000000715255737
1495746063.782013,121999,0.14000000059604645
1495746173.66455,127999,0.11999999731779099
1495746191.943939,128999,0.18000000715255737
1495746210.22362,129999,0.1599999964237213
1495746246.747805,131999,0.1599999964237213
1495746302.163671,134999,0.1599999964237213
1495746356.951069,137999,0.1599999964237213
1495746375.365925,138999,0.23999999463558197
1495746411.58156,140999,0.07999999821186066
1495746466.688046,143999,0.18000000715255737
1495746484.831719,144999,0.10000000149011612
1495746502.900682,145999,0.20000000298023224
1495746539.246427,147999,0.14000000059604645
1495746616.559572,151999,0.20000000298023224
1495746635.617692,152999,0.18000000715255737
1495746690.242978,155999,0.23999999463558197
1495746781.954385,160999,0.10000000149011612
1495746818.214368,162999,0.11999999731779099
1495746854.747965,164999,0.10000000149011612
1495746872.81845,165999,0.1599999964237213
1495746891.278475,166999,0.20000000298023224
1495746982.274237,171999,0.14000000059604645
1495747000.438346,172999,0.18000000715255737
1495747036.724992,174999,0.1599999964237213
1495747054.819929,175999,0.14000000059604645
1495747127.929716,179999,0.18000000715255737
1495747146.099649,180999,0.23999999463558197
1495747164.495848,181999,0.18000000715255737
1495747237.36898,185999,0.11999999731779099
1495747255.600539,186999,0.10000000149011612
1495747273.79587,187999,0.14000000059604645
1495747310.309922,189999,0.11999999731779099
1495747328.506801,190999,0.1599999964237213
1495747346.585648,191999,0.14000000059604645
1495747364.773961,192999,0.20000000298023224
1495747383.092374,193999,0.18000000715255737
1495747401.3653,194999,0.20000000298023224
1495747456.076632,197999,0.2199999988079071
1495747474.155653,198999,0.11999999731779099
1495747492.248797,199999,0.25999999046325684
1495747528.408118,201999,0.1599999964237213
1495747564.836572,203999,0.11999999731779099
1495747583.441573,204999,0.2199999988079071
1495747601.96878,205999,0.20000000298023224
1495747620.145878,206999,0.11999999731779099
1495747674.762676,209999,0.1599999964237213
1495747693.255428,210999,0.1599999964237213
1495747729.562809,212999,0.20000000298023224
1495747784.054151,215999,0.14000000059604645
1495747802.243626,216999,0.23999999463558197
1495747875.315764,220999,0.1599999964237213
1495747929.64737,223999,0.1599999964237213
1495747947.658839,224999,0.20000000298023224
1495747965.84763,225999,0.2199999988079071
1495747983.854845,226999,0.20000000298023224
1495748001.827049,227999,0.14000000059604645
1495748019.758712,228999,0.2199999988079071
1495748037.995006,229999,0.18000000715255737
1495748093.051437,232999,0.2199999988079071
1495748129.304806,234999,0.2199999988079071
1495748147.498808,235999,0.14000000059604645
1495748165.637885,236999,0.14000000059604645
1495748201.995744,238999,0.23999999463558197
1495748238.316673,240999,0.20000000298023224
1495748256.295061,241999,0.2199999988079071
1495748274.708279,242999,0.18000000715255737
1495748292.893563,243999,0.18000000715255737
1495748347.744397,246999,0.20000000298023224
1495748365.806318,247999,0.20000000298023224
1495748383.992435,248999,0.1599999964237213
1495748420.382776,250999,0.14000000059604645
1495748456.601164,252999,0.11999999731779099
1495748529.400848,256999,0.23999999463558197
1495748565.758785,258999,0.1599999964237213
1495748693.074732,265999,0.18000000715255737
1495748729.90648,267999,0.20000000298023224
1495748766.633023,269999,0.1599999964237213
1495748947.957453,279999,0.20000000298023224
1495748966.277965,280999,0.23999999463558197
1495749002.513149,282999,0.18000000715255737
1495749020.704291,283999,0.18000000715255737
1495749057.139792,285999,0.23999999463558197
